"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2019"	"2019"	"Massachusetts"	"25"	"Female"	"F"	29474	3546935	831.0
	"2019"	"2019"	"Massachusetts"	"25"	"Male"	"M"	29156	3345568	871.5
	"2019"	"2019"	"Michigan"	"26"	"Female"	"F"	48737	5068329	961.6
	"2019"	"2019"	"Michigan"	"26"	"Male"	"M"	50347	4918528	1023.6
	"2019"	"2019"	"Minnesota"	"27"	"Female"	"F"	22341	2829821	789.5
	"2019"	"2019"	"Minnesota"	"27"	"Male"	"M"	23173	2809811	824.7
	"2019"	"2019"	"Mississippi"	"28"	"Female"	"F"	15643	1533857	1019.8
	"2019"	"2019"	"Mississippi"	"28"	"Male"	"M"	17321	1442292	1200.9
	"2019"	"2019"	"Missouri"	"29"	"Female"	"F"	30044	3124766	961.5
	"2019"	"2019"	"Missouri"	"29"	"Male"	"M"	32357	3012662	1074.0
	"2019"	"2019"	"Montana"	"30"	"Female"	"F"	4832	530712	910.5
	"2019"	"2019"	"Montana"	"30"	"Male"	"M"	5570	538066	1035.2
	"2019"	"2019"	"Nebraska"	"31"	"Female"	"F"	8446	967959	872.6
	"2019"	"2019"	"Nebraska"	"31"	"Male"	"M"	8524	966449	882.0
	"2019"	"2019"	"Nevada"	"32"	"Female"	"F"	11285	1535329	735.0
	"2019"	"2019"	"Nevada"	"32"	"Male"	"M"	14301	1544827	925.7
	"2019"	"2019"	"New Hampshire"	"33"	"Female"	"F"	6160	685918	898.1
	"2019"	"2019"	"New Hampshire"	"33"	"Male"	"M"	6584	673793	977.2
	"2019"	"2019"	"New Jersey"	"34"	"Female"	"F"	37811	4541603	832.5
	"2019"	"2019"	"New Jersey"	"34"	"Male"	"M"	37199	4340587	857.0
	"2019"	"2019"	"New Mexico"	"35"	"Female"	"F"	8915	1059397	841.5
	"2019"	"2019"	"New Mexico"	"35"	"Male"	"M"	10597	1037432	1021.5
	"2019"	"2019"	"New York"	"36"	"Female"	"F"	78313	10005715	782.7
	"2019"	"2019"	"New York"	"36"	"Male"	"M"	78062	9447846	826.2
	"2019"	"2019"	"North Carolina"	"37"	"Female"	"F"	47014	5387820	872.6
	"2019"	"2019"	"North Carolina"	"37"	"Male"	"M"	48867	5100264	958.1
	"2019"	"2019"	"North Dakota"	"38"	"Female"	"F"	3186	372030	856.4
	"2019"	"2019"	"North Dakota"	"38"	"Male"	"M"	3516	390032	901.5
	"2019"	"2019"	"Ohio"	"39"	"Female"	"F"	61153	5958538	1026.3
	"2019"	"2019"	"Ohio"	"39"	"Male"	"M"	62564	5730562	1091.8
	"2019"	"2019"	"Oklahoma"	"40"	"Female"	"F"	19557	1996313	979.7
	"2019"	"2019"	"Oklahoma"	"40"	"Male"	"M"	21373	1960658	1090.1
	"2019"	"2019"	"Oregon"	"41"	"Female"	"F"	18031	2127010	847.7
	"2019"	"2019"	"Oregon"	"41"	"Male"	"M"	19339	2090727	925.0
	"2019"	"2019"	"Pennsylvania"	"42"	"Female"	"F"	66959	6527628	1025.8
	"2019"	"2019"	"Pennsylvania"	"42"	"Male"	"M"	67024	6274361	1068.2
	"2019"	"2019"	"Rhode Island"	"44"	"Female"	"F"	5298	543686	974.5
	"2019"	"2019"	"Rhode Island"	"44"	"Male"	"M"	4958	515675	961.5
	"2019"	"2019"	"South Carolina"	"45"	"Female"	"F"	24336	2655575	916.4
	"2019"	"2019"	"South Carolina"	"45"	"Male"	"M"	26626	2493139	1068.0
	"2019"	"2019"	"South Dakota"	"46"	"Female"	"F"	4028	437902	919.8
	"2019"	"2019"	"South Dakota"	"46"	"Male"	"M"	4242	446757	949.5
	"2019"	"2019"	"Tennessee"	"47"	"Female"	"F"	34217	3496935	978.5
	"2019"	"2019"	"Tennessee"	"47"	"Male"	"M"	37718	3332239	1131.9
	"2019"	"2019"	"Texas"	"48"	"Female"	"F"	95866	14593179	656.9
	"2019"	"2019"	"Texas"	"48"	"Male"	"M"	107496	14402702	746.4
	"2019"	"2019"	"Utah"	"49"	"Female"	"F"	8941	1591041	562.0
	"2019"	"2019"	"Utah"	"49"	"Male"	"M"	9795	1614917	606.5
	"2019"	"2019"	"Vermont"	"50"	"Female"	"F"	2869	315673	908.9
	"2019"	"2019"	"Vermont"	"50"	"Male"	"M"	3087	308316	1001.2
	"2019"	"2019"	"Virginia"	"51"	"Female"	"F"	34476	4335262	795.2
	"2019"	"2019"	"Virginia"	"51"	"Male"	"M"	35849	4200257	853.5
	"2019"	"2019"	"Washington"	"53"	"Female"	"F"	28070	3802910	738.1
	"2019"	"2019"	"Washington"	"53"	"Male"	"M"	30193	3811983	792.1
	"2019"	"2019"	"West Virginia"	"54"	"Female"	"F"	11236	904377	1242.4
	"2019"	"2019"	"West Virginia"	"54"	"Male"	"M"	12168	887770	1370.6
	"2019"	"2019"	"Wisconsin"	"55"	"Female"	"F"	26485	2925225	905.4
	"2019"	"2019"	"Wisconsin"	"55"	"Male"	"M"	27704	2897209	956.2
	"2019"	"2019"	"Wyoming"	"56"	"Female"	"F"	2323	284029	817.9
	"2019"	"2019"	"Wyoming"	"56"	"Male"	"M"	2798	294730	949.3
	"2020"	"2020"	"Alabama"	"01"	"Female"	"F"	31040	2544566	1219.9
	"2020"	"2020"	"Alabama"	"01"	"Male"	"M"	33739	2376966	1419.4
	"2020"	"2020"	"Alaska"	"02"	"Female"	"F"	2172	349621	621.2
	"2020"	"2020"	"Alaska"	"02"	"Male"	"M"	2998	381537	785.8
	"2020"	"2020"	"Arizona"	"04"	"Female"	"F"	34285	3735475	917.8
	"2020"	"2020"	"Arizona"	"04"	"Male"	"M"	41462	3685926	1124.9
	"2020"	"2020"	"Arkansas"	"05"	"Female"	"F"	18293	1543666	1185.0
	"2020"	"2020"	"Arkansas"	"05"	"Male"	"M"	19815	1486856	1332.7
	"2020"	"2020"	"California"	"06"	"Female"	"F"	148019	19790589	747.9
	"2020"	"2020"	"California"	"06"	"Male"	"M"	171789	19577489	877.5
	"2020"	"2020"	"Colorado"	"08"	"Female"	"F"	21918	2881832	760.6
	"2020"	"2020"	"Colorado"	"08"	"Male"	"M"	25000	2925887	854.4
	"2020"	"2020"	"Connecticut"	"09"	"Female"	"F"	18925	1822086	1038.6
	"2020"	"2020"	"Connecticut"	"09"	"Male"	"M"	18928	1734920	1091.0
	"2020"	"2020"	"Delaware"	"10"	"Female"	"F"	5380	510069	1054.8
	"2020"	"2020"	"Delaware"	"10"	"Male"	"M"	5692	476740	1193.9
	"2020"	"2020"	"District of Columbia"	"11"	"Female"	"F"	2940	374884	784.2
	"2020"	"2020"	"District of Columbia"	"11"	"Male"	"M"	3258	337932	964.1
	"2020"	"2020"	"Florida"	"12"	"Female"	"F"	111690	11113132	1005.0
	"2020"	"2020"	"Florida"	"12"	"Male"	"M"	127995	10620180	1205.2
	"2020"	"2020"	"Georgia"	"13"	"Female"	"F"	49469	5508468	898.1
	"2020"	"2020"	"Georgia"	"13"	"Male"	"M"	53606	5201549	1030.6
	"2020"	"2020"	"Hawaii"	"15"	"Female"	"F"	5531	702640	787.2
	"2020"	"2020"	"Hawaii"	"15"	"Male"	"M"	6502	704366	923.1
	"2020"	"2020"	"Idaho"	"16"	"Female"	"F"	7637	910789	838.5
	"2020"	"2020"	"Idaho"	"16"	"Male"	"M"	8765	916124	956.7
	"2020"	"2020"	"Illinois"	"17"	"Female"	"F"	64051	6402224	1000.4
	"2020"	"2020"	"Illinois"	"17"	"Male"	"M"	68612	6185306	1109.3
	"2020"	"2020"	"Indiana"	"18"	"Female"	"F"	37921	3422994	1107.8
	"2020"	"2020"	"Indiana"	"18"	"Male"	"M"	40273	3331959	1208.7
	"2020"	"2020"	"Iowa"	"19"	"Female"	"F"	17671	1587866	1112.9
	"2020"	"2020"	"Iowa"	"19"	"Male"	"M"	18310	1575695	1162.0
	"2020"	"2020"	"Kansas"	"20"	"Female"	"F"	15365	1462265	1050.8
	"2020"	"2020"	"Kansas"	"20"	"Male"	"M"	16695	1451540	1150.2
	"2020"	"2020"	"Kentucky"	"21"	"Female"	"F"	26680	2271906	1174.3
	"2020"	"2020"	"Kentucky"	"21"	"Male"	"M"	29200	2205345	1324.1
	"2020"	"2020"	"Louisiana"	"22"	"Female"	"F"	26850	2381158	1127.6
	"2020"	"2020"	"Louisiana"	"22"	"Male"	"M"	29902	2264160	1320.7
	"2020"	"2020"	"Maine"	"23"	"Female"	"F"	7545	688840	1095.3
	"2020"	"2020"	"Maine"	"23"	"Male"	"M"	8195	661301	1239.2
	"2020"	"2020"	"Maryland"	"24"	"Female"	"F"	29110	3123228	932.0
	"2020"	"2020"	"Maryland"	"24"	"Male"	"M"	30962	2932574	1055.8
	"2020"	"2020"	"Massachusetts"	"25"	"Female"	"F"	34300	3546542	967.1
	"2020"	"2020"	"Massachusetts"	"25"	"Male"	"M"	33923	3347032	1013.5
	"2020"	"2020"	"Michigan"	"26"	"Female"	"F"	56516	5058742	1117.2
	"2020"	"2020"	"Michigan"	"26"	"Male"	"M"	60590	4907813	1234.6
	"2020"	"2020"	"Minnesota"	"27"	"Female"	"F"	25619	2838748	902.5
	"2020"	"2020"	"Minnesota"	"27"	"Male"	"M"	26753	2818594	949.2
	"2020"	"2020"	"Mississippi"	"28"	"Female"	"F"	19151	1530971	1250.9
	"2020"	"2020"	"Mississippi"	"28"	"Male"	"M"	21039	1435815	1465.3
	"2020"	"2020"	"Missouri"	"29"	"Female"	"F"	35366	3133825	1128.5
	"2020"	"2020"	"Missouri"	"29"	"Male"	"M"	38521	3017723	1276.5
	"2020"	"2020"	"Montana"	"30"	"Female"	"F"	5407	536476	1007.9
	"2020"	"2020"	"Montana"	"30"	"Male"	"M"	6620	544101	1216.7
	"2020"	"2020"	"Nebraska"	"31"	"Female"	"F"	9507	969739	980.4
	"2020"	"2020"	"Nebraska"	"31"	"Male"	"M"	10042	967813	1037.6
	"2020"	"2020"	"Nevada"	"32"	"Female"	"F"	13411	1565619	856.6
	"2020"	"2020"	"Nevada"	"32"	"Male"	"M"	17207	1572640	1094.1
	"2020"	"2020"	"New Hampshire"	"33"	"Female"	"F"	6563	689281	952.2
	"2020"	"2020"	"New Hampshire"	"33"	"Male"	"M"	7137	676994	1054.2
	"2020"	"2020"	"New Jersey"	"34"	"Female"	"F"	47058	4539322	1036.7
	"2020"	"2020"	"New Jersey"	"34"	"Male"	"M"	48945	4343049	1127.0
	"2020"	"2020"	"New Mexico"	"35"	"Female"	"F"	10876	1063860	1022.3
	"2020"	"2020"	"New Mexico"	"35"	"Male"	"M"	12931	1042459	1240.4
	"2020"	"2020"	"New York"	"36"	"Female"	"F"	98848	9946279	993.8
	"2020"	"2020"	"New York"	"36"	"Male"	"M"	104493	9390497	1112.8
	"2020"	"2020"	"North Carolina"	"37"	"Female"	"F"	53050	5448241	973.7
	"2020"	"2020"	"North Carolina"	"37"	"Male"	"M"	56399	5152582	1094.6
	"2020"	"2020"	"North Dakota"	"38"	"Female"	"F"	3794	373494	1015.8
	"2020"	"2020"	"North Dakota"	"38"	"Male"	"M"	4258	391815	1086.7
	"2020"	"2020"	"Ohio"	"39"	"Female"	"F"	70261	5960556	1178.8
	"2020"	"2020"	"Ohio"	"39"	"Male"	"M"	73439	5732661	1281.1
	"2020"	"2020"	"Oklahoma"	"40"	"Female"	"F"	22646	2009602	1126.9
	"2020"	"2020"	"Oklahoma"	"40"	"Male"	"M"	25163	1971181	1276.5
	"2020"	"2020"	"Oregon"	"41"	"Female"	"F"	19084	2139046	892.2
	"2020"	"2020"	"Oregon"	"41"	"Male"	"M"	21136	2102461	1005.3
	"2020"	"2020"	"Pennsylvania"	"42"	"Female"	"F"	77234	6516212	1185.3
	"2020"	"2020"	"Pennsylvania"	"42"	"Male"	"M"	78312	6267042	1249.6
	"2020"	"2020"	"Rhode Island"	"44"	"Female"	"F"	5960	542433	1098.8
	"2020"	"2020"	"Rhode Island"	"44"	"Male"	"M"	5859	514692	1138.4
	"2020"	"2020"	"South Carolina"	"45"	"Female"	"F"	28941	2694628	1074.0
	"2020"	"2020"	"South Carolina"	"45"	"Male"	"M"	32282	2523412	1279.3
	"2020"	"2020"	"South Dakota"	"46"	"Female"	"F"	4606	442058	1041.9
	"2020"	"2020"	"South Dakota"	"46"	"Male"	"M"	5255	450659	1166.1
	"2020"	"2020"	"Tennessee"	"47"	"Female"	"F"	39873	3528814	1129.9
	"2020"	"2020"	"Tennessee"	"47"	"Male"	"M"	44332	3358020	1320.2
	"2020"	"2020"	"Texas"	"48"	"Female"	"F"	115726	14779708	783.0
	"2020"	"2020"	"Texas"	"48"	"Male"	"M"	134613	14581051	923.2
	"2020"	"2020"	"Utah"	"49"	"Female"	"F"	10171	1612139	630.9
	"2020"	"2020"	"Utah"	"49"	"Male"	"M"	11326	1637740	691.6
	"2020"	"2020"	"Vermont"	"50"	"Female"	"F"	3119	315355	989.0
	"2020"	"2020"	"Vermont"	"50"	"Male"	"M"	3340	307992	1084.4
	"2020"	"2020"	"Virginia"	"51"	"Female"	"F"	39105	4363032	896.3
	"2020"	"2020"	"Virginia"	"51"	"Male"	"M"	41491	4227531	981.4
	"2020"	"2020"	"Washington"	"53"	"Female"	"F"	29947	3840014	779.9
	"2020"	"2020"	"Washington"	"53"	"Male"	"M"	33199	3853598	861.5
	"2020"	"2020"	"West Virginia"	"54"	"Female"	"F"	12226	900511	1357.7
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	13880	884276	1569.6
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	30263	2928939	1033.2
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	32443	2903716	1117.3
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	2725	285437	954.7
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	3258	296891	1097.4
	"2021"	"2021"	"Alabama"	"01"	"Female"	"F"	32578	2591778	1257.0
	"2021"	"2021"	"Alabama"	"01"	"Male"	"M"	36311	2448099	1483.2
	"2021"	"2021"	"Alaska"	"02"	"Female"	"F"	2561	348469	734.9
	"2021"	"2021"	"Alaska"	"02"	"Male"	"M"	3647	384204	949.2
	"2021"	"2021"	"Arizona"	"04"	"Female"	"F"	36353	3642602	998.0
	"2021"	"2021"	"Arizona"	"04"	"Male"	"M"	45089	3633714	1240.9
	"2021"	"2021"	"Arkansas"	"05"	"Female"	"F"	18686	1532713	1219.1
	"2021"	"2021"	"Arkansas"	"05"	"Male"	"M"	21384	1493178	1432.1
	"2021"	"2021"	"California"	"06"	"Female"	"F"	151851	19620646	773.9
	"2021"	"2021"	"California"	"06"	"Male"	"M"	181398	19617190	924.7
	"2021"	"2021"	"Colorado"	"08"	"Female"	"F"	21891	2867419	763.4
	"2021"	"2021"	"Colorado"	"08"	"Male"	"M"	26390	2944650	896.2
	"2021"	"2021"	"Connecticut"	"09"	"Female"	"F"	16600	1836010	904.1
	"2021"	"2021"	"Connecticut"	"09"	"Male"	"M"	17733	1769587	1002.1
	"2021"	"2021"	"Delaware"	"10"	"Female"	"F"	5202	516048	1008.0
	"2021"	"2021"	"Delaware"	"10"	"Male"	"M"	6094	487336	1250.5
	"2021"	"2021"	"District of Columbia"	"11"	"Female"	"F"	2756	351146	784.9
	"2021"	"2021"	"District of Columbia"	"11"	"Male"	"M"	3077	318904	964.9
	"2021"	"2021"	"Florida"	"12"	"Female"	"F"	120346	11070771	1087.1
	"2021"	"2021"	"Florida"	"12"	"Male"	"M"	141023	10710357	1316.7
